"","DMSO_1","DMSO_2","DMSO_3","DMSO_4","TFT_1","TFT_2","TFT_3","TFT_4"
"Label","DMSO","DMSO","DMSO","DMSO","TFT","TFT","TFT","TFT"
"C02571","11.8351246892198","12.1069981055535","12.1574057659095","12.2014059694986","12.3021011123967","11.9714605096848","11.9296423862257","12.1402548040993"
"C02862","13.3884185015113","13.5407957495413","13.5718983047808","13.5419586140238","13.495353299186","13.3145225571195","13.6490318901092","13.5556172684811"
"C02990","6.72763748270873","7.94276280056227","8.84890940727959","8.38724601655767","9.48577036616542","9.92939475669485","9.47817984790345","9.71665011592618"
"C03017","9.2726537026659","9.01222797836634","9.29062063115664","9.46556966553133","9.76023604924575","9.52909763283537","10.0238564231989","9.91422088064501"
"C03413","8.44519884379905","10.2958456411585","10.0827855298567","9.74305618414814","9.54987631607311","6.85583692114475","6.90475714196586","10.2178463776391"
"C03546","10.2377162156889","10.7619501100672","10.5959304457377","10.1418394118265","9.81929089530189","10.0744850349984","9.7450158046742","10.1271664903768"
"C03794","11.5798145637708","11.7907616154346","11.6225034920542","11.5140712749244","10.9502947511604","11.5197407238438","11.16742909317","11.132671238028"
"C03889","8.63808048874333","10.5782048116381","10.6288295166813","10.6623250492788","9.6348170605568","7.27309701980566","6.51581381036865","5.00091349596861"
"C04100","11.0895080411177","10.8442575510016","11.0942404855732","10.9588508464094","10.5729076327614","9.05804567478069","9.85188923878583","10.4677102047988"
"C04230","13.6288458737872","13.6064464820391","13.3300716874971","13.5616526736679","12.7930772377877","11.8213423891256","11.7576339696483","12.5111196938188"
"C05282","10.2538853953497","9.96022472231645","9.97748478832506","10.045810966123","8.83803953320795","9.82793145675885","9.92095542539338","9.82248888100199"
"C05382","9.43697254755719","9.7722583022645","9.37622943858136","9.26508772003219","8.67332045752224","8.95032723345312","10.125681707996","9.51268030653414"
"C05526","10.4014407172455","10.4450811916488","10.2496243625576","10.7007322037808","10.0263535695533","9.93686152567811","10.0094753732967","10.4428317438861"
"C05551","12.5006450305275","12.0343234888349","12.3770142508943","12.2710182466133","12.6213009550459","13.0605532928639","13.0056855908065","12.7059235517429"
"C05635","11.2447684640799","11.1181686811213","10.9707977240344","11.021397451543","11.4664245824493","12.3451089930452","12.1107925037322","11.4245356371563"
"C06525","5.86709761302424","5.26518934808913","6.82782752096325","6.58249631935403","8.12395788827912","7.60874912930328","7.7845140889532","8.43799787540379"
"C07005","10.6081912597301","10.5157914840464","10.7376909314051","10.4040000311104","10.5763445274236","10.5247919092677","3.24036835642595","7.38641811104506"
"C07471","9.69250853812546","8.92062933889437","9.22692372873237","8.85175524009532","9.30207343680816","9.31846335750848","8.9103561962772","9.12578199597383"
"C07968","5.79445990415329","10.3875064474589","9.23473209678612","9.20542255325513","8.42320284792772","7.78837200308133","5.7918599911676","7.85540790373875"
"C08261","14.1012885787865","12.5424098079964","12.5476649768887","12.6313878737208","12.1558874173176","12.5056062794097","11.8213772551585","11.4617162426081"
"C10598","9.79272066698037","9.03842594114999","9.64858620605036","9.37125961431361","8.99468097391003","10.1375515906706","10.8122523399876","10.1296536728591"
"C14550","11.1294361261457","9.73643636017157","9.92184159196938","10.0526765679583","9.6588456654531","10.5575330075721","10.45460009795","9.32513660758693"
"C17925","9.76815069361385","9.52945470829815","9.59322397100946","9.52155524109415","9.80753466083656","9.83093436168296","10.146909505686","10.1230668384464"
"C19434","7.65857081392305","9.26909939099023","8.99496961653764","9.17326011215624","10.0399543408581","9.85007244474767","10.0403173881284","10.0884100484304"
"C19463","8.94226649468706","8.30027106633783","8.39471584543382","8.28078297877511","8.13457975380037","9.18817631088674","9.40102391114732","8.47795724684274"
"C20387","10.4011301989224","9.86716262969326","9.41143040560542","9.52260566706138","9.14942993225667","9.9456348790492","10.4297453515955","9.35071607280375"
"C21484","13.2104493474295","13.9254071872734","13.7285529970939","14.114675223219","13.8806179535684","12.3362196398651","12.6459320933485","14.245744994558"
