mz,p.value,t.score,mode
246.24254,4.6439080616232075e-9,-53.6066606981426,positive
806.88759,6.364874648485904e-6,-28.7803164266711,positive
1032.94462,1.8890123200720934e-5,-31.156918166624347,positive
787.84749,3.802386056611835e-5,-36.75125369510293,negative
205.09706,8.383535098194597e-5,11.133986025499937,positive
353.41359,8.623547768124775e-5,-20.907441597596343,positive
833.8517,9.146948763249325e-5,-28.089979321674562,negative
789.86096,1.3015783408681236e-4,-19.198346456064844,positive
787.84687,1.7343723495728204e-4,-22.950538194470134,negative
771.85007,1.7672186272312e-4,-18.58543457501335,positive
789.86091,2.030749416638062e-4,-17.78908165783465,positive
806.88757,2.191237373442596e-4,-17.51457470284675,positive
789.86145,2.276080743711017e-4,-18.490893956836363,positive
789.86058,2.3367871201598168e-4,-17.387469115228363,positive
831.90775,2.586755867194062e-4,-17.37162208869629,positive
831.90833,2.679430448889273e-4,-16.530372034253286,positive
954.93841,2.7720724408808093e-4,-18.663152193990534,positive
771.85016,2.908999937103716e-4,-16.558074589473893,positive
485.35714,3.055008512386756e-4,7.947564770140403,positive
782.9698,3.170019539581564e-4,-16.267590072599372,positive
789.86078,4.0720966795724015e-4,-15.097765490875089,positive
372.1957,4.156466608638313e-4,7.038661615592102,negative
806.88784,4.2255895965628485e-4,-15.802217055390027,positive
979.90074,4.2827791736255226e-4,-16.068531710047548,positive
245.09532,4.560746843268093e-4,7.339190878197136,positive
233.09532,5.247042830479755e-4,6.953362933153989,positive
318.66751,5.463726503562508e-4,10.044004488277643,positive
202.10724,6.649290501020027e-4,6.460790609007863,positive
246.24249,7.090039403346544e-4,-13.734104685170827,positive
301.15898,8.753047327405733e-4,6.125876404926672,negative
256.67969,9.320083997593541e-4,6.223186384858531,positive
435.00253,0.0011426872951046435,-12.242485120793305,negative
473.34103,0.0012481178157789442,6.127696760097231,positive
476.22114,0.0012499178695167526,5.778620546837206,positive
303.1737,0.001283434252272695,6.109065459085861,positive
823.82387,0.0013083330543525583,-10.920417369221576,negative
320.08111,0.001324106659385107,-5.722622969052474,positive
370.05223,0.001325550344950418,7.418183549407092,positive
74.00726,0.0016228734359547909,-6.243413100370167,negative
230.02221,0.0016638349993177309,6.128620986681967,positive
220.11795,0.0017516002458556263,5.357737488962131,positive
530.36192,0.0018994882527745066,6.77083012035981,positive
354.11125,0.0019662710702188523,8.787884086215675,positive
188.07059,0.0020338114144326995,6.836397029385782,positive
267.1713,0.002208941264829063,5.111915358707613,negative
263.07037,0.002230814827330827,5.1041381432835635,positive
430.87123,0.0023389718253930456,5.259767413257627,positive
152.03178,0.0025953603699372906,5.200416871630577,positive
474.20623,0.002856829147603572,6.635026465406501,negative
274.187,0.002959847259426461,4.879592353756723,positive
920.75551,0.0030760631150106308,4.799999711686439,positive
265.06296,0.00317833979791017,4.916301446072402,positive
205.09705,0.0032601088622765894,-4.798006753714082,positive
289.10142,0.003267588006584334,-5.4972069554008,negative
333.0914,0.0035273176927982305,-4.6470370861814505,negative
405.00955,0.00359819316430425,5.027591073696244,positive
146.06018,0.0037179547219098968,4.822723871103008,positive
173.0079,0.0038030307925621698,-5.146264318543245,negative
242.64215,0.0038044820017156056,4.6000188936949185,positive
318.12326,0.004334708052931791,4.576826188554738,positive
406.04819,0.004691346151786946,4.52289316236688,negative
274.2739,0.004933555642992324,-7.352682385812883,positive
389.12048,0.005042324954513275,4.429318500564352,positive
568.19116,0.005072668957387472,-4.323694756850394,positive
184.07343,0.005348635358808571,4.338922275566664,positive
219.0796,0.0053617861322029624,6.9265537394155166,positive
82.96105,0.005425263665274972,-4.245310640298966,negative
286.21249,0.005949400152003707,4.1858170069957366,positive
260.18533,0.006148187116434748,-5.584565842320612,positive
176.07067,0.00615535058245362,-4.309021932673595,positive
