"","mz","p.value","t.score","mode"
"32",747.87794,1.9360334776783e-07,34.1939100433539,"positive"
"33",149.02366,2.76177967958939e-07,-24.9056013518435,"positive"
"34",683.18461,3.30475581612815e-07,32.6181720318407,"positive"
"35",436.90659,3.48443760639321e-07,-25.9747687071863,"negative"
"36",319.08979,3.73823848865426e-07,27.3093669939828,"positive"
"37",718.30065,3.75148132291602e-07,32.9763121190197,"positive"
"38",732.31558,4.06370085625989e-07,34.9714837033837,"positive"
"39",173.08077,6.50272844078515e-07,-23.7317689315864,"positive"
"40",507.26929,7.77155639679538e-07,27.2210453694508,"positive"
"41",561.28021,8.57273851237407e-07,28.157402623698,"positive"
"42",606.07393,8.87366020330516e-07,-20.5385201766091,"negative"
"43",374.93988,9.23890359312151e-07,-20.3365009094691,"negative"
"44",134.08118,1.01116251827709e-06,27.1918256555705,"positive"
"45",328.87205,1.0306984918043e-06,-23.4817981473521,"negative"
"46",598.06815,1.16319561071448e-06,-19.5751065293777,"positive"
"47",521.28579,1.22856947937378e-06,20.0247726680963,"positive"
"48",612.55426,1.32511953253674e-06,-19.1524983389389,"positive"
"49",238.04504,1.38900961066115e-06,-24.4422313855255,"positive"
"50",210.07602,1.41323154509927e-06,26.3479052517988,"positive"
"51",405.0095,1.42854082879489e-06,-21.1776493140048,"positive"
"52",338.92942,1.52180599687224e-06,-18.6965166054107,"negative"
"53",265.08178,1.52181737241766e-06,28.2592518931984,"positive"
"54",214.04922,1.65804461124826e-06,-20.4541251891559,"negative"
"55",557.24648,1.82495933302801e-06,28.6633921689391,"positive"
"56",504.2177,2.11250957024792e-06,-20.7555618481976,"negative"
"57",525.2451,2.13742979830363e-06,25.3149081911684,"positive"
"58",587.23589,2.19284859810424e-06,25.1505460450324,"positive"
"59",258.11021,2.26309855766008e-06,-17.4629022875151,"positive"
"60",136.94013,2.37665179938905e-06,-18.2220625340769,"positive"
"61",447.21253,2.47151724119767e-06,20.3861235106756,"positive"
"62",367.01643,2.76045583930579e-06,27.3386591380803,"positive"
"63",251.10265,2.84924329179543e-06,17.8714460443005,"positive"
"64",567.29449,2.91157073605293e-06,29.6504016963747,"positive"
"65",199.03242,3.38668594259839e-06,37.8557560518961,"positive"
"66",405.00955,3.58703388338793e-06,-16.9753126930943,"positive"
"67",265.08176,3.65058184430364e-06,18.6767385788642,"positive"
"68",296.06594,3.74294667817898e-06,-16.036068821737,"positive"
"69",265.08201,3.81700647066564e-06,16.0710017386662,"positive"
"70",236.11423,3.85932157454459e-06,24.2009198621537,"positive"
"71",549.28043,4.01625157311013e-06,16.3404184889864,"positive"
"72",704.28443,4.11549123473457e-06,23.6174153519073,"positive"
"73",389.12048,4.38350640498032e-06,-17.5354026914938,"positive"
"74",237.08691,4.52806575181041e-06,24.4893123548904,"positive"
"75",265.08173,4.91103517876053e-06,15.3491462142328,"positive"
"76",493.25418,5.53904788939936e-06,16.2714065172511,"positive"
"77",232.15434,5.78690472735761e-06,-22.329739293969,"positive"
"78",212.04299,5.87139929095542e-06,-14.8513964798562,"positive"
"79",289.16207,6.40014000109272e-06,-14.6984117098771,"positive"
"80",297.10795,6.42005230440014e-06,25.5651299451168,"positive"
"81",549.2808,6.87386016759609e-06,14.9887492478439,"positive"
"82",228.0371,7.69819532200017e-06,-15.0280417297606,"positive"
"83",520.08428,8.1565607770316e-06,23.6467356870791,"positive"
"84",401.8596,8.1758652767514e-06,-15.8089877413827,"negative"
"85",414.3576,8.22530783035046e-06,30.0868606782285,"positive"
"86",114.06623,8.25272040462724e-06,-25.8881156495489,"positive"
"87",535.3008,8.32628203559999e-06,22.7174312052901,"positive"
"88",535.26503,8.48066622831476e-06,19.6110271345799,"positive"
"89",184.99198,8.50786754123286e-06,-31.6265282667601,"negative"
"90",257.94889,8.51764638317958e-06,-19.6487497086249,"positive"
"91",274.187,8.64317411914009e-06,-14.813111152147,"positive"
"92",351.25046,9.24555776719682e-06,-14.0837756555726,"positive"
"93",543.23175,9.37172501770444e-06,24.2232310369465,"positive"
"94",325.0434,9.43034293814203e-06,-13.784612259549,"positive"
"95",571.26364,9.49105448394697e-06,24.2400736088351,"positive"
"96",265.082,9.49618663634492e-06,18.8975405706763,"positive"
"97",521.24887,9.61294264169882e-06,15.9065444198348,"positive"
"98",538.09846,9.82253323100482e-06,13.7102461016289,"positive"
"99",557.24642,1.00655124657828e-05,15.2205837372036,"positive"
"100",284.97237,1.0158180751321e-05,-13.5655744539553,"positive"
