mz,p.value,t.score,mode
475.2459,5.676381483771767e-5,-19.13886017623454,positive
414.3576,5.7417583011431635e-5,-20.901439572286424,positive
267.1741,5.855734558107524e-5,-15.39007208362949,positive
160.07575,6.09338002102165e-5,-10.112067717177327,positive
197.13237,6.174565552301545e-5,-18.759369148434086,positive
579.36104,6.210984158299058e-5,-10.978956343237003,positive
143.07059,6.29856391084494e-5,-19.045659830920723,positive
497.27577,6.59840828187827e-5,-12.747248442144908,negative
487.1675,6.667131089206574e-5,-22.930693864543503,negative
497.27534000000003,6.795187790033123e-5,-20.351666420481354,negative
302.18387,6.861567688887153e-5,-18.55265762872551,positive
317.21108,7.109762723107562e-5,-17.91449878341978,positive
435.27406,7.154466201866965e-5,-18.32852005271304,positive
319.1903,7.220130625284305e-5,-18.187511628952187,positive
149.02366,7.327404515543632e-5,18.38116308303928,positive
436.30565,7.36159934334584e-5,-14.033641637562928,positive
303.19544,7.367053273691057e-5,-13.725667758277298,positive
243.1746,7.732909094670273e-5,-16.602196684351817,positive
280.09193,7.792222022935715e-5,-11.326433262587834,positive
805.35668,7.848475017190845e-5,-11.49964468284546,positive
436.30555,7.98493245252919e-5,-13.780828890652408,positive
434.26646,8.055239863922136e-5,23.043943436832755,negative
426.35767,8.570020665664149e-5,-13.477178399548293,positive
470.27926,8.61394144549237e-5,-20.389436729315324,positive
753.47376,8.622877383316992e-5,9.607688907251655,positive
298.09676,9.229019167674759e-5,-9.358612341264617,positive
199.14794,9.5453692384345e-5,-11.221657701309303,positive
487.2465,9.7262094097278e-5,-12.22350211961408,negative
891.55755,1.0165927500068884e-4,-10.99535479752053,positive
285.18484,1.0285708525699272e-4,-9.574796455140524,positive
504.36803,1.0565391736979372e-4,-21.198831375684136,positive
497.27503,1.0711718272704774e-4,-20.575766868602557,negative
473.25067,1.1106293693898389e-4,-17.830959952150888,positive
520.33934,1.1220029974929357e-4,10.583055181368064,positive
794.29673,1.1311034986880608e-4,-17.86045327910941,positive
634.34058,1.1523339648403777e-4,-10.589274537700167,positive
143.07015,1.1863182254789993e-4,-10.181684603526014,positive
243.08069,1.1939817085457594e-4,-10.65045831906476,negative
699.43702,1.2021894468176896e-4,10.39515647645381,positive
285.11076,1.2233658026883801e-4,16.35124513616042,positive
317.17472,1.2260319591113887e-4,-17.12893418118768,positive
303.19444,1.2731252309451514e-4,-9.603070370290585,positive
482.27673,1.274230235125437e-4,-17.70116093195014,positive
495.25996,1.2854420046336758e-4,-12.031013442326321,negative
243.17419,1.3039111947307498e-4,-16.990884804778,positive
435.27419,1.3194938145500842e-4,-17.45918450041802,positive
199.14794,1.3388484970218347e-4,-19.890396564907043,positive
504.25859,1.3552679847199796e-4,-16.872404384549974,positive
303.19534,1.411324670188853e-4,-16.060021489834654,positive
225.16363,1.4204214326779313e-4,-9.869147534334829,positive
568.33849,1.4714576595561656e-4,8.704462587419183,positive
419.2774,1.4978317416172496e-4,-16.732827804416445,positive
285.18457,1.5044855866230226e-4,-9.748564105909054,positive
199.14808,1.6063957375538957e-4,-16.095944123062527,positive
875.50509,1.6064342136464923e-4,-17.050566393526008,positive
423.25035,1.6101246554419332e-4,-16.852827722875652,positive
419.27889,1.6211095193419204e-4,-9.935541173060152,positive
742.35753,1.6274748547371942e-4,-16.42607804273923,positive
613.3151,1.6361509081914966e-4,-16.477445847550676,positive
261.12658,1.6732900402474513e-4,8.496141182047237,positive
475.23696,1.6836495689279994e-4,-8.632791768230751,positive
419.2851,1.7316040026916057e-4,-8.918461921425004,positive
503.26262,1.731714516746907e-4,-21.605034740943946,negative
511.29118,1.7366148746779644e-4,-11.584114718696322,negative
245.09532,1.7676675575120017e-4,-8.217443392713275,positive
640.33213,1.7770733940920022e-4,-15.035482532900227,positive
614.33011,1.839108109683879e-4,19.715558403431206,negative
349.16574,1.8695562288331485e-4,-11.308117525159904,negative
522.28475,1.8828089011473182e-4,-16.651705566839198,positive
283.1694,1.9208949694136276e-4,-13.822285817002916,positive
484.29094,1.9584427964149662e-4,-10.182916636771573,positive
204.12288,1.9664901912100425e-4,-8.548365003740045,positive
502.29269,1.9962555948815455e-4,10.456280146123941,positive
134.0812,2.0137018761819556e-4,-9.650720057271814,positive
242.07987,2.023597971590872e-4,-9.919021094453663,negative
666.36597,2.2291181536553963e-4,-9.805653476138074,positive
437.28965,2.261405351881772e-4,-15.65165244750424,positive
435.27384,2.2813172416233152e-4,-15.389303957294796,positive
482.32392,2.3410056311116604e-4,8.074884227609342,positive
441.26151,2.35687583739318e-4,-15.262997063366818,positive
923.58376,2.3953678472319467e-4,-16.585609409101945,positive
895.55258,2.4079082102918865e-4,-10.4864239479255,positive
511.29133,2.419575380862721e-4,-11.943828203005591,negative
656.32737,2.4395039928470054e-4,-9.630400935262625,positive
588.07447,2.4773002960561623e-4,8.202587499637657,negative
428.20437,2.5036996673914285e-4,7.881063074918076,positive
535.25942,2.534276979595807e-4,-8.865145710148607,positive
684.45522,2.7990984208953933e-4,7.770653084360273,negative
201.16359,2.8259977590564813e-4,-14.71790376292591,positive
277.14438,2.881004428940305e-4,12.694093413124676,negative
173.13229,2.9509244177211607e-4,-8.588531604504817,positive
471.27119,2.9633432917149593e-4,-14.024913125134669,positive
260.18539,3.243737151736919e-4,-9.789674447134413,positive
454.38894,3.4196680230749764e-4,-13.743499636773587,positive
465.24943,3.745386336527809e-4,-10.123829775436834,negative
489.28229,3.812792363152293e-4,-14.44246572224191,positive
716.3685,3.8236212706826457e-4,-9.059975748735825,positive
468.30833,3.827583737222516e-4,11.700099878139966,positive
895.55286,3.8452502826739616e-4,-14.956855514050986,positive
285.1848,3.9399053759382453e-4,-14.43803010413157,positive
484.3272,4.195255982374066e-4,-14.22035435191727,positive
613.31548,4.2505531462265446e-4,-13.71690216595042,positive
225.16356,4.267673183618417e-4,-9.482116174201815,positive
482.32386,4.4299957987387886e-4,16.697169295332706,positive
636.42245,0.00045063572042484783,12.038758526184257,positive
508.33855,4.5619646903016786e-4,7.220129127544418,positive
285.18476,4.5846559710880844e-4,-13.303844428247356,positive
427.24542,4.668124215992695e-4,-13.314422730826363,positive
492.3076,4.905432503466922e-4,12.336390747447373,positive
877.54256,5.033971861763505e-4,-9.144375150695183,positive
303.19542,5.054165271329685e-4,-8.139322137502488,positive
297.15438,5.404762252477567e-4,-7.760755952279206,positive
518.32153,5.620238068092193e-4,8.640272489622838,positive
675.43791,5.920847947316312e-4,11.729725179516604,positive
369.2379,6.011055659444213e-4,12.132077422333383,positive
280.09177,6.204436123086726e-4,-6.892450039859641,positive
232.15434,6.27262140352131e-4,-7.708395152597392,positive
556.29377,6.400690092467433e-4,-12.934835070272161,positive
452.27672,6.450828853607495e-4,-12.780067281262754,positive
511.29119,6.503422809813171e-4,-9.999270927326222,negative
544.33717,6.58921724883215e-4,6.835413761116003,positive
335.18461,6.842544652054457e-4,-12.001008236414807,positive
518.32048,7.05987255652838e-4,6.740190272846512,positive
285.1835,7.199267000615551e-4,-12.576416297163451,positive
892.55933,7.209616163089505e-4,-9.01415437419654,positive
475.26607,7.249623389289831e-4,-11.885636273791775,positive
450.32202,7.366483013454016e-4,-7.802205168815174,positive
560.33891,7.368025585718406e-4,7.551954908133417,positive
260.18533,7.579888010770627e-4,-9.312389413424743,positive
218.13858,7.580251488430113e-4,-8.103947727751155,positive
652.35106,7.797187283975314e-4,-8.59407858766639,positive
250.09346,7.991270305926466e-4,6.573486107145842,positive
752.46936,8.083992017690757e-4,9.3916946613849,positive
240.03239,8.180908477050146e-4,-6.898833949629703,positive
435.27467,8.211944581343782e-4,-11.27562131710985,positive
473.11889,8.377192781335374e-4,-11.670710168286213,positive
505.22341,8.540499483667412e-4,-8.079263040813581,positive
200.05643,8.59926860135137e-4,6.494069453184553,negative
538.30215,8.615760618699767e-4,-9.562017234438262,negative
496.33956,8.801766937181846e-4,8.204248954902175,positive
618.30995,8.89132798839607e-4,-8.980288580364224,positive
400.34217,9.296220829155733e-4,-8.786689470580484,positive
270.00752,9.457041801489276e-4,-8.300762680245255,negative
655.35061,9.620908043284256e-4,-7.506095455307396,positive
451.26938,9.628817487760418e-4,-6.415936387284109,positive
546.35442,9.677522579633293e-4,9.789055321894413,positive
401.26793,9.702310758627853e-4,-8.725935123732466,positive
343.64842,0.0010051434161007582,6.10626647709144,positive
266.04693,0.0010072852333072215,6.4564877551604685,negative
414.35788,0.0010176238451839066,-6.426965027270567,positive
319.19029,0.0011017002177621236,-11.144669440434642,positive
635.74435,0.001182970510904417,5.818922723650278,positive
379.28172,0.001195596825335253,11.653848667123658,positive
146.98188,0.0012055983145134465,5.911854477029948,positive
400.17455,0.0012184670392789269,6.307357563018538,positive
231.09758,0.0012254238707920231,6.465893809103534,positive
351.18046,0.001240738557666918,-10.946725389135542,positive
600.37261,0.0012573541522279308,-7.925597226245146,positive
670.30539,0.0012617471013403666,-8.056817773893304,positive
310.31028,0.0012672956718102323,6.077604257545294,positive
227.08447,0.0012881404903104887,-6.6921710888601025,positive
112.98568,0.0012984765855349664,-10.692134822361677,negative
376.11816,0.001303009476654987,6.008722606679185,negative
285.18202,0.001319372498173668,5.997419598198286,negative
537.19476,0.001383647229830104,-9.333089774877909,positive
475.26663,0.001391162860470301,-10.276444078079635,positive
301.17955,0.0013946656086168245,-10.957183669967243,positive
494.31096,0.001398982246189644,-10.556648286589184,positive
329.26833,0.0015107389035343552,10.397472507348969,positive
666.31158,0.001512245460366136,-8.38539631300642,negative
623.40863,0.001590011834538146,9.710799208205438,positive
286.21229,0.0015911940976151714,-8.851553467338238,positive
242.07959,0.0016130223063897792,-5.761581265741932,negative
273.12778,0.001662434403933267,5.8119277374380065,negative
419.27905,0.0017386369890143875,-8.040336037982147,positive
245.11313,0.0017627111536585038,6.241210695359303,positive
419.27895,0.001789770124781192,-7.541995552147306,positive
494.32399,0.0017899786077017364,6.779183034702585,positive
454.29284,0.001792274236336799,8.274041085439404,positive
433.25747,0.0018123165020296256,-9.66466763802631,positive
245.13803,0.0018126443562367952,5.441050222412035,positive
412.3432,0.0018138457210091683,-9.642735295235735,positive
162.11251,0.0018169883671555723,5.328228627633632,positive
456.23456,0.0018370689063505474,5.37164456237465,positive
618.31052,0.001886427257895873,-8.314296721769875,negative
97.02857,0.001943507774023593,5.592276218872616,positive
372.1957,0.001965625806457677,9.973169119108647,negative
520.33899,0.0020336393830215783,5.265462407881824,positive
495.32679,0.0020455143067382095,7.906982176314964,positive
449.28923,0.002064562066775265,-9.386704179419873,positive
258.11003,0.0020947972157457024,-5.91292735428855,positive
565.0474,0.002124977126998804,6.104621530018092,negative
426.25906,0.0021666774066457285,7.606415093889163,positive
276.12626,0.0021699726197584117,6.00963993037141,positive
480.30817,0.0022851409574920862,5.154809981229242,positive
331.28349,0.002286344767722223,5.674240759251251,positive
367.21248,0.0023611911585651067,6.081499002172677,positive
637.34199,0.002409415381404883,-6.764843638570312,positive
468.30839,0.002585635579404473,7.482560411069467,positive
451.26838,0.0025862182186459897,-8.568281137896445,positive
622.32032,0.002659080150875555,-8.69268715771585,positive
411.09071,0.0026864935435248383,-8.420953498569542,positive
296.06594,0.002704726863980218,-4.989210281509935,positive
484.29093,0.002801934959099409,-8.639347310306304,positive
500.27674,0.002840689855842521,4.854447732620062,positive
355.28413,0.003095228105772008,8.403668533291286,positive
206.05511,0.0031132999080891815,5.747978827257347,positive
261.1099,0.003119186190455254,6.861968296348134,positive
323.02861,0.003122868366826728,4.9992168910633,negative
258.11,0.0031259040087838552,-4.773784936911062,positive
350.16324,0.0032332899681730247,6.129470309599064,positive
482.32396,0.003253009141667453,8.431299209306474,positive
381.30008,0.0032826929490836817,8.44549364819535,positive
379.28262,0.003323070502055447,8.19213388931598,positive
468.30837,0.003397812831902403,4.935202436945434,positive
589.0452,0.0034150585172140428,4.690076921016543,positive
489.11473,0.003470039697335365,-5.386325896105482,positive
274.187,0.003537263170622104,4.6562716108672815,positive
367.13942,0.003580826609711571,4.631663275140162,positive
351.08309,0.003606215345871479,5.0287684788177645,positive
502.29236,0.0037317380470146353,5.250695876872206,positive
491.24588,0.003798003445403686,-7.883524914021608,positive
267.17445,0.003856458490786258,-7.6504287638353805,positive
414.22516,0.003981331908738672,6.664565397644789,positive
511.25453,0.004017992549875876,-7.1011362157630975,negative
469.29997,0.004051638474582615,-7.787149634489008,positive
134.08119,0.004076744749591826,-7.29609372087762,positive
510.35486,0.004096713675916529,4.525408500089981,positive
495.3064,0.004145277008203482,-7.67390304133682,positive
283.16994,0.004159775110030586,-7.594824125329927,positive
361.1832,0.004175345221015295,4.876784625023948,positive
321.20631,0.004242391120943854,-7.473622748975732,positive
215.14243,0.004245307284707295,-7.513938585743534,positive
198.03723,0.004258738836965256,4.47085332808988,positive
642.47921,0.004260714254357795,4.699779481256247,positive
375.19885,0.004365768298299037,5.739860876357282,positive
123.05503,0.00440515582528281,4.440943366463692,positive
473.25014,0.004453672677727815,-7.5693165180517825,positive
600.33815,0.004466897445644589,-6.254384901076974,positive
468.29589,0.004552967140853283,-7.472003772789541,positive
420.31008,0.004627975920400457,7.393685576470538,positive
452.27696,0.0046805835460021865,4.968524560627082,positive
374.32592,0.004684806044140114,7.424421195832395,positive
454.29262,0.004796283227996904,4.357031646349866,positive
640.46379,0.004889987104056391,4.363377821615748,positive
112.98566,0.004937425267310426,-6.620852130574707,negative
242.09986,0.004954865818848757,6.280483815203711,positive
317.21023,0.005001497297610722,-6.1999224464083245,positive
606.07393,0.0050626625886765475,4.389564176661335,negative
369.09388,0.0050799220504179074,4.377748458040189,positive
620.32292,0.005241403123343754,-6.4932232802461805,positive
467.26332,0.005261193727127845,-6.962098107966395,positive
201.02153,0.005444437183436206,5.207670419447251,positive
424.34289,0.0054593891626249095,-4.625788793373915,positive
496.33951,0.005587473791822151,4.3219398384783405,positive
299.16349,0.005595999472531074,-7.017075837507528,positive
242.07981,0.0056572374338064455,-6.694838695740273,negative
818.38479,0.005686964345333036,4.621443563451482,positive
629.30955,0.005731425622222756,-6.955090522255628,positive
243.13388,0.005755870115236746,4.897055546826492,positive
417.26226,0.005766329554882047,-6.935974113685494,positive
458.34753,0.005828787801206356,5.4036735432856755,positive
645.30441,0.0058329142592846725,-6.645636203623657,positive
381.23202,0.0058388214341817,6.393549583150983,positive
192.06551,0.005891326456889949,-4.4498388148117884,positive
316.11671,0.005902023415162745,-6.7124286933059425,negative
568.33916,0.0059648701429970575,5.942432239947964,positive
317.17489,0.0060172430140749324,-6.754379833072073,positive
227.20152,0.00602388814785539,4.212152054934199,negative
544.33927,0.006053130931436948,6.626310119644009,positive
344.28023,0.006084252260913306,-4.1922632286489145,positive
480.30848,0.006092379675086954,5.344216468163596,positive
313.27358,0.006291480745045209,6.669453793984891,positive
495.25981,0.006317630920920641,-6.261298480604059,negative
513.27014,0.006339126160256185,-6.326497005579927,negative
280.09212,0.006372488464000608,-6.20216392185619,positive
486.30295,0.006418342186389035,-6.707376427338126,positive
473.2507,0.006424203766023251,-6.7076993280913975,positive
183.01121,0.006458244950673474,4.296769263868242,positive
337.20102,0.006510251907777833,-6.50127290547824,positive
134.08121,0.006525679982489495,-5.936093677878356,positive
554.34641,0.006643028474910685,5.331511637512106,negative
139.02115,0.006697327143655489,6.240076076502993,positive
485.35714,0.006748746488122034,6.516640612153533,positive
222.0291,0.006844786634973282,4.200564299667198,positive
494.32404,0.006878226172899626,4.931049847388028,positive
452.27704,0.006880100776657477,6.007455935884761,positive
955.57081,0.006885758756999885,-6.471869024046015,positive
599.38916,0.00696854267845343,-6.378680089397239,positive
452.26074,0.006998799753877602,4.067325818038118,positive
692.44928,0.007003793247798796,5.4348443695227555,positive
258.11021,0.007017881357291006,-4.234066168173223,positive
491.26102,0.007110218191169507,-6.473678920851051,positive
375.23472,0.007286289766296599,4.22802330220963,positive
579.02696,0.007387906502464862,4.358575904826815,negative
209.07964,0.007546579121744971,4.061510869327202,negative
314.07467,0.007633122294287309,3.939354848631674,positive
367.07918,0.007766460148407416,5.203978948988882,negative
357.29972,0.007794857053859775,6.277411958096692,positive
426.18978,0.008114041374394093,4.844923402672,negative
286.19426,0.008352744805472191,-5.635801184747217,positive
522.35525,0.008389645359796853,6.0894836811057544,positive
383.70745,0.008416801167980515,4.356759206987794,positive
91.02193,0.00854494136261021,-4.545079937714169,negative
426.35775,0.008777924243063987,-4.277663041829579,positive
219.07961,0.008846699788875877,4.04121370986232,positive
258.93328,0.008909913494279347,4.9814358881810055,positive
495.25984,0.00894043103933177,-5.7012418621623295,negative
261.13405,0.008996262740549814,3.8091148228228207,negative
503.25904,0.009064687474748201,-5.877342417177961,positive
473.11971,0.009263531120861495,-5.765409914097809,positive
684.45547,0.009372124667544094,4.844688155616032,negative
197.13209,0.009449646089705643,-5.7827594761532035,positive
398.32646,0.009470144980008149,-4.479807855315931,positive
824.5561,0.009532067638559285,3.8084263112272883,positive
347.02509,0.009554752001629146,3.9201419835158107,positive
