"","mz","p.value","t.score","mode"
"65",176.07058,0.00503794160359219,-4.44888493658499,"positive"
"66",275.5674,0.00507760922709786,-4.30274521999793,"positive"
"67",330.04428,0.00516060676261624,-5.99687192588093,"negative"
"68",120.9662,0.00529599384350606,-4.27652515513151,"positive"
"69",338.92955,0.00542058048490169,-4.48727421157977,"negative"
"70",372.31094,0.00560503290514151,-5.24075333987147,"positive"
"71",613.15908,0.00588411462961297,-4.71830136397274,"positive"
"72",171.00642,0.00604833942123454,-4.84936806513044,"negative"
"73",611.14485,0.00607198831582358,-4.30175649250806,"negative"
"74",813.06479,0.00612199703128193,-6.90048032335041,"negative"
"75",160.04259,0.00614392631649347,-4.131012577823,"positive"
"76",455.22521,0.00617469235690125,-4.2746091924742,"positive"
"77",367.13942,0.00635460320031282,-4.17135976129616,"positive"
"78",328.87205,0.00641539613051964,-4.89087648597096,"negative"
"79",160.13317,0.00665730562272176,-4.25585777462221,"positive"
"80",260.18539,0.00681086280542325,-4.41534663415773,"positive"
"81",332.89426,0.00703843748799431,-4.0121327609711,"positive"
"82",137.04574,0.00708565177666413,-4.82028199757876,"positive"
"83",419.75353,0.0074159743496793,3.97236434331619,"positive"
"84",402.99506,0.00758775434955475,-5.01044276413525,"negative"
"85",528.84824,0.00762568113543056,-4.42360263233132,"positive"
"86",144.04561,0.00771279085531897,-6.36502039286713,"negative"
"87",399.14451,0.0077754238059027,-4.00692372814254,"positive"
"88",362.92781,0.00781479593820499,-4.16609950192269,"negative"
"89",654.0965,0.00799621835408209,5.73679218254973,"negative"
"90",573.07805,0.00800169503991194,-4.56532113165162,"negative"
"91",261.14434,0.00807209091291766,-4.13312581786992,"positive"
"92",156.10186,0.00833579577311528,-3.86399858234794,"positive"
"93",132.10188,0.00844572847748504,-4.7845532921565,"positive"
"94",482.08007,0.00848903482331625,5.97117624672682,"negative"
"95",645.80174,0.00872150261635335,-3.86847951291343,"positive"
"96",452.12346,0.00884570317975483,-4.58053749514883,"positive"
"97",371.05924,0.0088712195091003,-3.86604682232986,"negative"
"98",298.99249,0.00889264253802922,-3.82256012214536,"positive"
"99",184.07343,0.00924811391798123,-3.89045232977657,"positive"
"100",598.06815,0.00931761967639356,-3.767488083124,"positive"
