"","5FU_1","5FU_2","5FU_3","5FU_4","DMSO_1","DMSO_2","DMSO_3","DMSO_4"
"Label","5FU","5FU","5FU","5FU","DMSO","DMSO","DMSO","DMSO"
"C00463","10.4821618782956","10.396635284277","10.4983112147318","10.3035165457715","10.8935831484388","10.5871489091697","10.6403928262888","10.5475435348946"
"C00487","13.3200355463311","13.0838830999105","13.178177172511","13.0363163721296","13.2012376295119","13.2760645143718","13.2424349059279","13.4181478110405"
"C00491","9.77429740612406","9.20854792363494","9.80129221072901","9.70751423487681","10.2143360998299","9.32828348820158","10.4836767661187","10.3516227741278"
"C00550","12.5012017703936","12.8894732423208","12.8723319806087","13.4485706033168","12.3320535910801","12.5279680735113","12.9044304495273","13.2661065080194"
"C00588","18.1177554566486","17.8778919375645","17.9418243750943","17.8671117036816","18.3898847384485","18.1869090757381","18.507858001099","18.2104993977648"
"C00612","13.6452453038951","13.417214527268","13.5452926646582","13.6184854536165","13.7742857739529","13.5635048200331","13.708231762111","13.2101705095386"
"C00670","17.6722408373061","17.0307345602995","17.2396545361914","17.0735720839004","17.7818562614162","17.4459370114037","17.6569850187556","17.3806877615124"
"C00836","11.8080652523826","11.9377825216051","11.857704353633","11.7960335705958","12.3805703787019","11.891978089372","12.2035348789101","11.5414581282791"
"C00864","13.0175933738143","12.9449457302118","13.1631864433119","13.0028493015437","12.7911277710757","12.0217674744094","12.7505933495706","12.8936059129565"
"C00946","13.7407670092491","13.8674065211416","13.8950477266506","13.8253601556812","13.4872979432061","13.8415091530392","12.9852630603877","13.7339763285614"
"C01586","11.4645985500733","11.5922730428206","11.5607806113155","11.5387196654736","12.0559516731097","11.7998960434715","11.8596545082964","11.6518070720158"
"C01657","8.55166549930702","8.4877029997442","8.60822863735526","8.28150066880811","8.56961082844293","7.53234823464319","8.66140545027492","8.94785845828761"
"C02301","9.92627893391627","9.900550741251","9.89681237034531","9.7335146954031","10.4208915921106","10.2839641489894","10.2552974995685","10.2180853894217"
"C02305","14.5252277200505","14.3626624947912","14.4002056428222","14.1876683545836","15.3472917715895","14.8540544607363","15.5537479131984","14.6030427840176"
"C02494","9.18334090297137","9.13851890222971","9.13177441068007","8.90666356554184","10.0617350555903","9.30826750704487","9.15252073713844","9.34982133994859"
"C02567","12.2962677546119","12.7982740154073","12.5197768303867","12.0763589078859","12.5640682508975","10.7005104062027","12.3227777823259","12.4881540845575"
"C02571","13.0119666709212","12.9487711962088","12.7530307543772","12.6877657490677","13.7217396213075","13.01791613598","13.4554989127718","13.2352553509842"
"C02862","14.224592540804","14.1023324306077","13.9943070788782","13.9464197921727","14.9261932539177","14.3756540999733","14.7076689824935","14.4479929805659"
"C02990","10.8596692703495","10.400837799374","10.6832915640859","10.4327061874021","11.4722128291925","11.1050501069025","11.3906279119029","11.4412018998676"
"C03017","9.63366173036045","9.39098919217242","9.71329308994198","9.29271291519463","10.4975541427312","9.89353113223503","10.0601569680135","9.74963421576727"
"C03546","10.4074365531668","9.96978919675922","10.1629513701895","10.3361573204289","10.5301100521332","10.3990576032842","10.6770044954099","10.4018529493767"
"C03742","8.67305648608365","10.0000578671232","7.97768016637659","8.99794539943448","9.5770840798842","8.17560619013531","10.0372518419268","10.9244403369039"
"C03794","11.9457977807625","12.0327983014022","12.0481218569173","11.6424887099499","11.1504454853454","11.9877821480609","11.6584172982744","11.6562630848652"
"C03889","10.5883430566205","10.178836581724","10.4370799195651","10.2521724210523","8.34914300296735","9.67985607864935","8.19244792772738","10.1494197351131"
"C04100","10.899644023418","10.6510351434076","10.6871113693139","10.6415360513107","10.9708841005836","10.6484739252619","11.0103279556681","10.9173713802364"
"C04230","10.2133230706885","10.2691903113283","10.2282819099014","10.194400791888","10.3150851477771","10.0816203217859","10.5531210182363","10.6522243806567"
"C05282","10.6557360906972","10.7086670278402","10.6493449140748","10.6161982523413","10.841473175193","10.9730673459599","11.2036190771691","11.0901351145783"
"C05382","9.7607451470155","9.42308857102177","9.442471200522","9.74634985678174","9.85548642573353","9.97174446731492","10.1057280483063","9.79340714615738"
"C05526","12.7292781072034","12.2181965307489","12.3869821608215","12.4346553407431","13.0273556349396","12.1129645581881","13.1110560323498","12.8344824329863"
"C05551","12.98450623891","13.176055030706","13.0589422213922","12.905739734404","13.4836305257941","13.5376118665121","13.2739675506798","13.3681420034502"
"C05635","9.55280709507875","9.60782145691506","9.5858031627837","9.40892193770273","9.93060019965046","10.0167631433542","10.1509097840488","10.028577837152"
"C06121","10.3875556559527","9.01323739796279","10.0814372255591","9.94350170687621","9.70048788259764","9.98060508123631","10.4610522066875","10.0307778150757"
"C06525","11.0838516288635","11.236264300365","11.0810616922654","10.9574818237928","11.4506354105937","11.5859857070645","11.3807363349725","11.5708668744939"
"C07005","10.0173447035734","9.85131305652251","9.62423977115916","9.50019857695431","0.826000965974529","8.52095396236856","6.93161578553985","9.47302652473073"
"C07471","9.87210715879785","9.47596942140846","9.54356902895894","9.68085276262236","10.4707037148995","10.2119658667849","10.4758233523479","9.96595751799164"
"C08261","11.5232791076543","11.418941449252","11.2948279937051","11.1811975894442","11.7941147073444","11.2752606806588","12.0011892780917","12.1598821158036"
"C13916","5.08335789061004","8.69508732550964","8.58794372219511","8.56828312096455","5.19097771317948","9.10209910178829","8.13436387094102","8.23894691810483"
"C14550","9.61336761850298","9.36569638978042","9.54551511474443","9.60438388671364","9.43954179284504","9.48931212704339","9.20302111492256","9.87612955309209"
"C16633","14.2817440960219","13.8657623325675","14.1185579576213","13.9110960837234","11.5977232711795","11.7768487091249","14.2325822565115","11.661629097499"
"C17925","10.5188723387292","10.2736157013405","10.3208382298288","10.2281513929693","10.5069947391999","9.92356151248202","10.3296666901087","10.305529977845"
"C19434","8.24570927923554","8.57295417598479","8.03889155072951","8.17000641399704","8.70078159499972","8.32832440148278","8.72117586430024","8.39885597295523"
"C19463","9.02025055954055","8.67485132014812","8.61685909480666","8.45930652349596","8.8380722803242","8.96229184123117","8.95007886940613","8.76603188105111"
"C19670","10.0404937831667","9.20318833676392","9.78586269784006","9.47337677364344","9.68254857319536","10.2475199626377","9.93715397617929","9.84777200751528"
"C20387","10.523643103398","10.3988063452541","9.99467766958155","10.3799756421205","11.1366378195664","9.33100843326197","10.7149511646679","10.1018598008908"
"C21484","13.5674023278367","13.4321092203493","13.5023037036846","13.7245410198843","13.5898453761827","13.2841959270365","13.3607625899641","9.81453490668201"
