c_uM,viab_perc
500,67.90875565
500,71.6377941
500,60.70011276
500,59.93310318
100,88.30622182
100,86.22344784
100,83.77899454
100,85.2880703
10,99.21895976
10,93.35726052
10,95.33402505
10,93.79377004
1,96.4440064
1,93.25748692
1,93.78129834
1,91.96666592
0.1,94.41735506
0.1,96.13221388
0.1,99.96726179
0.1,87.76370285
0.01,99.0256484
0.01,95.85160062
0.01,94.1866286
0.01,95.67076096
