c_uM,viab_perc
500,38.34067739
500,36.92305875
500,26.23421423
500,30.81312242
50,85.13626859
50,82.18762183
50,86.73817765
50,74.67424305
0.5,79.23897506
0.5,80.18877955
0.5,77.52365651
0.5,87.54622027
0.05,87.61710121
0.05,81.60639819
0.05,75.99262838
0.05,81.98915522
0.005,85.9584874
0.005,87.50369172
0.005,80.71329844
0.005,91.21785254
0.0005,99.86532623
0.0005,94.77607532
0.0005,93.24504719
0.0005,94.35078973
