c_uM,viab_perc
500,1.355691705
500,4.266166555
500,6.602466094
500,17.31380551
50,65.96031371
50,65.84151881
50,71.32588299
50,63.76260821
5,82.96778239
5,80.45329051
5,84.01713726
5,82.51240197
0.5,82.0768207
0.5,91.83780097
0.5,96.58959665
0.5,88.86792868
0.05,89.52130058
0.05,89.10551846
0.05,78.77036287
0.05,90.59045461
0.005,86.51182999
0.005,98.86649874
0.005,84.37352194
0.005,96.58959665
