c_uM,viab_perc
1000,106.4705872
1000,113.7830267
1000,109.5184612
1000,93.09926927
100,106.6487895
100,110.9993838
100,115.5343253
100,106.3169646
10,112.1300467
10,112.3266837
10,109.4385774
10,108.3816534
1,117.0889868
1,105.5734308
1,114.2377499
1,109.3586936
0.1,108.1235673
0.1,92.60153179
0.1,113.6048244
0.1,101.9786601
0.01,110.8457611
0.01,102.5071221
0.01,114.6556036
0.01,101.8188925
