c_uM,viab_perc
1000,-0.095702859
1000,-0.259057739
1000,-0.229356852
1000,-0.006600197
100,55.83106795
100,44.02496525
100,45.01994497
100,50.26215158
1,103.1891328
1,102.8772735
1,88.07138113
1,97.82812262
0.1,89.39307062
0.1,96.81829245
0.1,99.89233428
0.1,102.0753495
0.01,97.97662705
0.01,92.4819629
0.01,90.20984502
0.01,97.10045088
0.001,109.188712
0.001,106.545333
0.001,99.84778295
0.001,100.3081467
