c_uM,viab_perc
1000,93.31592813
1000,92.97569965
1000,91.64313814
1000,93.71286135
100,83.5627119
100,79.46579404
100,82.45696937
100,81.42210776
10,89.2898912
10,87.40445841
10,88.58108188
10,94.8044277
1,83.63359284
1,86.12860164
1,93.74121372
1,89.64429586
0.1,93.0324044
0.1,95.34312278
0.1,86.75235384
0.1,93.89715177
0.01,94.39331829
0.01,93.08910914
0.01,82.82555021
0.01,95.85346549
