c_uM,viab_perc
100,85.79317417
100,79.52614467
100,83.61062658
100,87.38331598
10,94.46724187
10,89.55962772
10,98.76997854
10,102.8419888
1,101.9315546
1,95.05341179
1,102.5426679
1,107.7308953
0.1,102.330649
0.1,100.1792807
0.1,104.2138758
0.1,102.5052528
0.01,99.84254478
0.01,100.6719129
0.01,107.2257915
0.01,104.5069608
