c_uM,viab_perc
1000,-0.345786249
1000,0.00276629
1000,-0.221303199
1000,-0.246199809
100,76.60963499
100,69.68837743
100,59.20690466
100,77.77977565
10,88.9583535
10,88.38573148
10,99.31534323
10,87.04131454
1,88.65959419
1,87.48945352
1,108.8756414
1,88.46042131
0.1,102.5767991
0.1,102.0041771
0.1,94.36091786
0.1,101.6307279
0.01,103.6473534
0.01,98.89210086
0.01,97.07464834
0.01,106.1370143
