c_uM,viab_perc
1000,103.5455434
1000,96.37277914
1000,102.6693672
1000,98.06572971
100,101.2585751
100,105.3275967
100,89.43762195
100,106.8571924
10,105.6691569
10,101.3328273
10,98.11028104
10,102.0901999
1,100.8724636
1,99.63987674
1,98.52609347
1,102.8475726
0.1,86.52693499
0.1,99.06070944
0.1,97.84297306
0.1,100.0705396
0.01,84.98248885
0.01,91.38303007
0.01,96.6994889
0.01,88.47234311
