"","DMSO_1","DMSO_2","DMSO_3","DMSO_4","Phena_1","Phena_2","Phena_3","Phena_4"
"Label","DMSO","DMSO","DMSO","DMSO","Phena","Phena","Phena","Phena"
"C02990","7.43267522396636","7.45629285025837","7.47300826247461","7.56792260659496","10.4510993588818","10.6409557402696","10.6492544749729","10.3753395566061"
"C03017","9.58625907252714","9.6415602853942","9.58265067161017","9.70941247817064","4.68739395910847","5.8825223064663","6.65823319226171","5.83669827611326"
"C03546","10.3534740247827","10.2499883161301","10.159806169686","10.2011659305956","8.30465723697387","7.4373551705658","7.02029807502882","8.17556138818315"
"C03794","10.8857763320954","11.1842257753763","10.6645237844434","11.1403426687747","8.20521554149049","8.10248324851526","8.06119385520392","8.09892604804203"
"C03889","10.8280672992661","11.214148922033","10.998045161893","10.9679695843112","9.93435857195044","10.2691897920107","9.38807979304361","10.2607310291315"
"C04100","10.8324414653647","10.8274596015616","10.989021932623","10.9131722165007","10.3637356278179","10.4654595863553","10.5043091387714","10.3391478098931"
"C04230","12.1186370457096","12.1071613140913","12.097154560715","11.752825330457","11.40457915416","11.4097138482384","11.2293579247757","11.4090864325285"
"C05282","11.4618744001057","11.7936217762472","11.4628031930202","11.4923709471048","9.62320560768906","9.84568072284423","9.57701130622703","9.84428510425039"
"C05382","8.27272313455506","8.29095313617789","8.43629537850633","8.47164947820253","10.9173994366289","11.3191323821125","11.3322687513662","11.3002356410204"
"C05526","11.5715411013807","12.0732422707691","11.8187680472218","12.0361131565392","10.3008290485357","10.5818004435373","10.4604554590485","10.5208411473194"
"C05551","13.0945023829282","13.7173844424862","13.4634641445689","13.7056626814737","14.2095670358558","14.3539603579682","14.205391541756","14.1412811737418"
"C06525","11.0080755183286","11.6052917894215","11.3842257617603","11.6290219826171","12.2342162172666","12.3986162141234","12.2302013333944","12.323476212666"
"C07005","10.0761341317038","9.40212539883472","10.2797362499872","9.72096780497837","7.58624782927193","6.72426634615786","3.92834509014283","6.55315813815481"
"C07471","9.55982190812752","10.1206029066596","9.67595863740288","9.55176738303298","9.04000953862824","9.44774527399138","10.1364403041454","9.67127396104709"
"C07968","8.4610830184731","8.67550924227658","10.0149369138674","10.1569238676952","9.29403671764945","8.56947395871153","8.65081432899711","6.62962513136395"
"C10438","9.88770165995207","9.91131928624409","9.92803469846033","10.0229490425807","13.4182493842441","12.2502188795237","12.264162324003","11.8287145987875"
"C11430","7.26584389002141","7.28946151631342","7.30617692852966","7.40109127265001","10.7992482550768","10.3006129849017","10.6891517100308","10.6953179116488"
"C13916","6.00321512358424","8.98474780070233","8.92117673726207","9.35352950444945","6.24399702446202","9.66326537540219","9.08486504446838","9.30185559905047"
"C16207","9.82524137809156","9.92057652215813","9.94329227049059","9.93980660703781","12.5416845108567","12.7293386821405","12.6368596971876","12.9047062526501"
"C17925","9.91355969830601","9.8967951620607","9.65838688798127","9.90123101372767","9.05572352041579","8.89185099682501","9.39256135786461","9.08783513459573"
"C19463","9.11071883497461","8.84206390302437","9.00569751506392","8.85131488792487","9.85045833723437","10.3311348691315","10.1571713036605","10.0529350589295"
"C20387","10.3523718543184","9.84184453510209","10.1722025928719","10.2057709908139","6.9000739549051","6.88073524424954","8.78931553889423","6.82592951543406"
"C21484","10.6807183179597","10.7650661541949","11.0858759448008","11.1614643606574","10.9523307689309","11.281407858909","11.5994069443331","11.3274624219026"
"C22599","9.05040236200793","9.14573750607451","9.16845325440697","9.16496759095418","12.3356157061367","11.872444484522","12.0608119490119","11.7603103119902"
